what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1484495257939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495267025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495267184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495268241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495277233
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1484495278519
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1484495280525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1484495287573
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1484495290362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495290674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495294380
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1484495299135
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1484495306953
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1484495315898
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1484495317668
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1484495318499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495321496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495338608
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1484495338653
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1484495347245
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1484495348108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495348436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495351393
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1484495354501
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1484495361838
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1484495372191
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1484495373726
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1484495374533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495376625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495592614
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1484495592624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495622848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495644782
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495653056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495690221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495708435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495709690
executed,command,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui.targetBuildLastCommand",1484495709695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1484495721596
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1484495721881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495722175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495725907
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1484495730920
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1484495730994
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1484495734885
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1484495742136
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1484495752520
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1484495753431
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1484495754306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495758025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495786470
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1484495786472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484495788497
