what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1484452973170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484452974473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484452976603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484452977947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484453883508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484453885399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484453892673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484453895393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484453951805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484453955422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484454006717
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1484454010303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484454010615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484454013030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484454018344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484454019483
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1484454019811
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1484454021245
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1484454021589
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1484454023368
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --accept-bad-sysid, /cygdrive/c/Masters/MS1DVS/Project/software/first_app/first_app.elf] return code: 4, 'other error'",1484454025847
error,log,,,"Downloading ELF Process failed",1484454025847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484454025847
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1484454026348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484454027666
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1484454029214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484454034220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484454075321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484454076788
